machine_id,instance_num,job_id,task_index,task_status,start_time,end_time,plan_cpu,plan_mem
M235,10,j_1760,10,Ready,218524,218554,100,0.79
M336,9,j_508,19,Terminated,218681,218903,50,0.49
M119,15,j_668,4,Running,218530,218817,300,0.2
M307,12,j_1244,7,Ready,218724,218891,300,0.3
M436,14,j_1857,19,Ready,218520,218831,50,0.79
M229,16,j_1796,12,Waiting,218750,219211,50,0.2
M406,16,j_812,6,Ready,218647,219029,200,0.59
M381,20,j_191,13,Terminated,218825,219054,300,0.2
M474,15,j_881,8,Terminated,218598,218956,50,0.2
M374,1,j_604,12,Running,218768,218883,100,0.2
M132,7,j_1492,16,Waiting,218589,218691,300,0.39
M425,13,j_778,11,Waiting,218985,219235,100,0.2
M194,13,j_1649,10,Waiting,218845,219049,50,0.49
M59,17,j_129,10,Waiting,218827,218927,100,0.2
M1,19,j_1505,2,Terminated,218656,219000,300,0.49
M157,7,j_780,3,Running,219001,219441,200,0.3
M387,5,j_606,1,Ready,218767,219029,200,0.59
M107,17,j_1498,3,Running,218916,219249,200,0.3
M354,9,j_901,2,Running,218834,218928,50,0.79
M230,2,j_264,11,Running,219064,219466,100,0.79
M371,19,j_1020,15,Terminated,219079,219534,50,0.59
M339,5,j_1743,1,Ready,219157,219249,200,0.59
M187,3,j_967,10,Terminated,219128,219450,200,0.39
M481,6,j_732,7,Waiting,218989,219392,300,0.2
M492,4,j_194,19,Waiting,218985,219356,100,0.3
M252,15,j_648,8,Waiting,218777,218898,100,0.39
M394,3,j_304,12,Running,219160,219474,300,0.59
M217,9,j_1657,7,Running,219026,219493,50,0.2
M406,20,j_1923,7,Running,219172,219363,50,0.79
M271,7,j_1230,12,Waiting,219015,219046,50,0.49
M193,1,j_1275,17,Waiting,218944,218993,50,0.79
M130,18,j_388,2,Running,218974,219327,300,0.2
M192,3,j_292,18,Terminated,218968,219327,100,0.2
M250,13,j_831,16,Running,218958,218987,50,0.39
M230,18,j_1828,6,Waiting,219306,219312,100,0.3
M64,13,j_4,14,Running,219346,219766,50,0.3
M122,13,j_1771,13,Running,219145,219561,200,0.2
M450,7,j_1513,17,Running,219358,219749,200,0.79
M34,4,j_1003,10,Waiting,219383,219600,100,0.59
M292,17,j_1960,20,Ready,219111,219347,300,0.39
M46,6,j_642,9,Ready,219021,219139,200,0.49
M11,15,j_1265,8,Ready,219198,219209,300,0.3
M158,3,j_1266,18,Terminated,219067,219129,50,0.3
M401,18,j_1609,11,Running,218941,219193,300,0.3
M490,6,j_1573,1,Ready,219107,219109,300,0.79
M344,18,j_1601,5,Ready,219372,219475,50,0.39
M397,16,j_773,16,Terminated,219265,219463,200,0.59
M204,10,j_1129,18,Ready,219102,219384,300,0.79
M433,5,j_1161,9,Ready,219243,219276,200,0.49
M18,5,j_560,19,Terminated,219472,219810,100,0.39
M12,6,j_751,20,Ready,219301,219794,50,0.49
M5,3,j_998,9,Terminated,219180,219663,50,0.2
M95,18,j_992,17,Running,219046,219395,100,0.3
M422,15,j_1442,3,Waiting,219445,219663,300,0.79
M32,7,j_1566,3,Running,219372,219805,300,0.59
M383,5,j_251,9,Ready,219406,219533,200,0.3
M263,10,j_1780,8,Ready,219159,219514,100,0.3
M491,3,j_1982,16,Terminated,219536,219621,200,0.2
M236,18,j_17,9,Ready,219572,219742,200,0.2
M137,5,j_1141,17,Ready,219490,219683,300,0.2
M121,5,j_862,17,Ready,219483,219960,300,0.49
M213,17,j_1900,13,Terminated,219156,219212,50,0.79
M195,5,j_278,6,Terminated,219373,219830,200,0.49
M459,19,j_734,5,Ready,219189,219566,300,0.39
M201,15,j_1771,15,Running,219246,219259,200,0.39
M171,12,j_1962,14,Running,219396,219777,200,0.39
M428,16,j_1779,4,Waiting,219398,219741,200,0.2
M240,16,j_83,1,Terminated,219445,219788,200,0.59
M151,17,j_1420,2,Running,219365,219585,200,0.49
M60,3,j_709,14,Waiting,219574,219791,50,0.39
M160,6,j_333,6,Waiting,219467,219575,100,0.59
M59,17,j_254,15,Running,219701,220165,50,0.39
M421,2,j_1492,6,Terminated,219262,219579,300,0.59
M220,20,j_245,5,Waiting,219522,219632,300,0.2
M110,18,j_1113,16,Running,219637,219889,200,0.79
M403,2,j_1616,5,Waiting,219636,219991,100,0.3
M176,2,j_1411,9,Terminated,219261,219709,50,0.3
M456,18,j_1952,3,Terminated,219300,219683,100,0.49
M350,5,j_1926,9,Terminated,219794,220032,300,0.39
M341,14,j_1956,11,Waiting,219782,219848,200,0.2
M452,5,j_130,4,Running,219357,219357,100,0.39
M33,9,j_1930,6,Ready,219535,219793,300,0.3
M161,19,j_385,9,Ready,219783,220034,200,0.39
M340,11,j_1824,20,Ready,219807,219973,300,0.79
M125,6,j_1834,8,Ready,219637,219860,300,0.39
M234,9,j_1291,5,Running,219636,220131,200,0.39
M370,15,j_1994,12,Running,219789,220240,300,0.49
M212,5,j_1756,4,Terminated,219547,219659,100,0.49
M283,3,j_124,15,Terminated,219752,219923,100,0.39
M210,16,j_1733,1,Ready,219826,220015,300,0.2
M135,16,j_1860,9,Waiting,219790,219824,200,0.2
M380,18,j_1300,5,Running,219727,219866,200,0.79
M289,8,j_252,18,Waiting,219801,220111,200,0.79
M97,3,j_918,2,Ready,219591,219735,300,0.59
M436,14,j_1805,1,Ready,219629,219877,300,0.59
M369,5,j_1598,17,Ready,219741,220056,100,0.79
M165,8,j_1325,20,Terminated,219722,219809,50,0.39
M194,15,j_1416,1,Waiting,219571,219603,50,0.39
M445,6,j_518,2,Ready,219550,219635,300,0.79
M449,13,j_518,2,Ready,219501,219899,200,0.49
M284,14,j_834,7,Terminated,219735,220004,50,0.3
M437,16,j_753,17,Ready,219557,219655,50,0.49
M226,12,j_1106,8,Terminated,219717,219944,100,0.79
M251,17,j_741,11,Running,219595,219896,300,0.39
M333,7,j_1207,18,Ready,219880,220195,50,0.79
M302,12,j_661,9,Running,220031,220135,200,0.2
M338,3,j_824,6,Waiting,219691,220142,200,0.79
M417,17,j_1766,3,Ready,219600,220003,300,0.59
M346,5,j_1548,18,Ready,219832,220297,100,0.49
M396,3,j_4,7,Waiting,219775,219828,100,0.39
M485,20,j_1260,11,Running,220088,220208,200,0.59
M470,19,j_887,7,Terminated,219635,219648,50,0.2
M326,13,j_498,7,Terminated,219900,220270,300,0.49
M500,15,j_447,11,Terminated,219957,220072,50,0.2
M6,13,j_195,20,Waiting,219912,219933,300,0.3
M93,10,j_1351,9,Terminated,219711,220019,100,0.3
M78,6,j_607,15,Terminated,219929,220017,200,0.79
M164,3,j_692,6,Waiting,220026,220087,200,0.59
M268,15,j_1489,3,Terminated,219868,220183,300,0.79
M16,5,j_241,8,Ready,220121,220530,300,0.2
M372,18,j_480,19,Waiting,220207,220678,300,0.39
M493,4,j_296,19,Terminated,220095,220346,200,0.3
M426,6,j_1020,10,Ready,219734,220001,50,0.59
M421,10,j_610,8,Running,219805,220022,300,0.3
M18,19,j_66,13,Running,220054,220079,50,0.79
M133,4,j_28,9,Terminated,220063,220087,300,0.3
M239,13,j_1018,7,Terminated,219816,219959,50,0.79
M149,13,j_153,20,Terminated,219832,220039,200,0.59
M20,17,j_1275,14,Ready,219899,220355,200,0.49
M487,19,j_598,11,Running,219838,220249,100,0.79
M312,1,j_391,14,Terminated,219878,219931,300,0.39
M152,9,j_247,5,Ready,219936,220196,100,0.3
M245,14,j_420,9,Waiting,219929,220047,300,0.3
M190,7,j_682,5,Running,219954,220411,300,0.79
M270,2,j_993,14,Ready,219999,220445,300,0.2
M164,10,j_727,19,Running,220269,220477,200,0.39
M378,3,j_928,14,Waiting,220188,220360,100,0.39
M246,8,j_1133,9,Ready,220036,220129,300,0.2
M337,11,j_1276,9,Running,220356,220384,300,0.2
M20,18,j_940,4,Running,220233,220724,50,0.79
M465,17,j_707,17,Terminated,220184,220263,100,0.2
M470,13,j_599,13,Terminated,220046,220070,100,0.59
M101,14,j_1060,12,Ready,220330,220652,300,0.2
M387,17,j_17,9,Running,220162,220581,100,0.59
M349,3,j_1337,17,Ready,220473,220754,300,0.49
M153,10,j_864,9,Running,220433,220435,50,0.49
M25,15,j_1357,17,Terminated,220123,220607,100,0.59
M378,8,j_1161,18,Terminated,220392,220627,200,0.3
M229,13,j_1279,7,Terminated,220286,220444,200,0.79
M19,12,j_1098,7,Ready,220482,220518,200,0.59
M32,12,j_1792,10,Running,220299,220319,200,0.2
M333,17,j_1253,2,Waiting,220359,220581,200,0.2
M277,9,j_466,19,Waiting,220354,220615,50,0.79
M478,4,j_1091,3,Waiting,220584,221061,100,0.39
M87,14,j_1575,12,Running,220564,220958,300,0.59
M314,15,j_455,1,Ready,220585,220749,300,0.49
M273,18,j_219,8,Terminated,220211,220235,200,0.49
M139,4,j_41,1,Running,220659,221107,50,0.49
M80,3,j_1893,7,Running,220495,220694,100,0.59
M44,9,j_1990,5,Waiting,220394,220579,100,0.3
M472,6,j_1306,20,Running,220349,220840,200,0.2
M106,8,j_1118,10,Waiting,220373,220542,100,0.39
M311,20,j_1876,9,Terminated,220608,221100,300,0.3
M56,18,j_1114,6,Waiting,220726,220954,100,0.3
M404,4,j_1949,20,Waiting,220357,220748,50,0.3
M138,17,j_1882,15,Ready,220613,220781,50,0.59
M427,13,j_1000,9,Terminated,220432,220830,50,0.79
M111,11,j_1727,13,Running,220341,220478,50,0.2
M94,3,j_225,4,Waiting,220382,220502,50,0.59
M454,10,j_1395,17,Ready,220703,221165,50,0.79
M210,7,j_736,11,Waiting,220466,220506,300,0.59
M45,10,j_711,15,Waiting,220470,220950,300,0.3
M468,15,j_1084,11,Ready,220519,220806,300,0.49
M411,8,j_622,9,Ready,220543,220958,300,0.59
M103,3,j_1576,3,Ready,220592,220712,200,0.49
M485,10,j_1701,11,Running,220503,220534,300,0.2
M441,16,j_1790,4,Running,220530,220994,50,0.39
M211,19,j_310,14,Terminated,220876,221172,100,0.59
M339,15,j_1299,20,Running,220868,221216,50,0.49
M226,11,j_956,2,Ready,220440,220573,200,0.79
M64,16,j_631,11,Terminated,220555,220991,50,0.79
M308,12,j_1558,20,Running,220776,220946,50,0.59
M391,3,j_1221,15,Waiting,220684,221146,50,0.49
M442,15,j_1089,11,Waiting,220575,220979,200,0.3
M430,13,j_321,3,Terminated,220702,221089,300,0.39
M182,10,j_1805,6,Terminated,220973,221366,200,0.79
M120,19,j_1435,11,Terminated,220851,220912,50,0.39
M262,14,j_1432,16,Running,220745,220807,50,0.59
M198,6,j_776,6,Running,220911,221232,100,0.39
M46,8,j_1657,10,Terminated,221015,221197,50,0.49
M346,15,j_210,7,Ready,220852,221193,200,0.2
M460,9,j_242,17,Waiting,220711,221090,50,0.59
M205,9,j_1132,16,Ready,220898,221263,100,0.59
M402,13,j_644,4,Ready,220893,221180,100,0.59
M398,5,j_743,5,Ready,221054,221501,200,0.79
M484,9,j_1558,13,Waiting,220599,221099,300,0.2
M436,15,j_1946,15,Terminated,220724,221166,200,0.49
M92,19,j_1384,8,Terminated,220955,221181,300,0.2
M293,18,j_1599,3,Running,221052,221510,50,0.59
M297,14,j_426,12,Waiting,220910,220996,100,0.3
M465,18,j_1859,17,Ready,220920,221168,50,0.79
M73,9,j_1634,9,Ready,220736,220770,200,0.2
M337,13,j_782,20,Waiting,221077,221133,200,0.59
M388,1,j_977,9,Terminated,220951,221057,100,0.59
M354,10,j_1408,12,Waiting,221138,221198,100,0.3
M136,7,j_1516,9,Ready,221026,221267,300,0.3
M37,15,j_245,8,Ready,220964,221013,50,0.59
M303,5,j_141,14,Ready,221200,221464,100,0.79
M387,9,j_149,13,Waiting,221125,221546,300,0.49
M480,14,j_1133,1,Waiting,221253,221513,300,0.2
M85,4,j_944,11,Ready,221255,221450,100,0.49
M115,18,j_449,8,Terminated,220862,220967,100,0.39
M193,16,j_1941,16,Running,221174,221421,300,0.59
M11,1,j_1363,17,Waiting,221102,221404,100,0.59
M61,12,j_1411,20,Ready,221115,221306,50,0.3
M33,6,j_584,19,Waiting,220918,221260,200,0.3
M13,7,j_313,11,Running,221137,221427,300,0.2
M431,17,j_1371,1,Waiting,220991,221104,50,0.39
M395,6,j_919,16,Running,221169,221338,200,0.2
M210,14,j_721,2,Waiting,221313,221671,300,0.79
M360,17,j_365,8,Running,221147,221236,300,0.49
M194,13,j_413,3,Waiting,220921,221201,100,0.79
M228,15,j_845,15,Waiting,220968,221389,300,0.49
M387,2,j_1794,7,Waiting,221338,221692,300,0.79
M136,9,j_1800,13,Ready,220968,221257,200,0.39
M480,16,j_1275,14,Running,220964,221094,300,0.3
M486,20,j_997,14,Terminated,221180,221450,300,0.79
M208,18,j_1255,18,Terminated,221043,221334,100,0.59
M231,4,j_1000,13,Running,220973,221232,50,0.39
M165,17,j_1122,13,Terminated,221406,221837,100,0.3
M243,4,j_1889,9,Terminated,221115,221258,50,0.79
M41,16,j_911,14,Running,221209,221333,300,0.2
M118,12,j_1624,16,Waiting,221482,221748,50,0.49
M276,16,j_128,3,Waiting,221383,221830,200,0.2
M185,18,j_1873,1,Waiting,221470,221924,300,0.59
M243,11,j_753,11,Running,221461,221918,300,0.79
M131,3,j_672,12,Ready,221274,221476,50,0.59
M27,15,j_1690,20,Waiting,221106,221422,200,0.79
M476,7,j_1891,17,Terminated,221310,221446,50,0.39
M304,11,j_819,7,Waiting,221478,221484,200,0.79
M335,6,j_1662,3,Ready,221200,221276,200,0.2
M482,13,j_843,4,Ready,221142,221475,200,0.59
M485,3,j_1353,7,Ready,221575,221671,200,0.3
M369,6,j_1984,4,Ready,221589,221791,300,0.39
M495,8,j_300,15,Running,221232,221541,300,0.79
M146,5,j_195,9,Waiting,221546,221579,200,0.49
M495,17,j_1214,13,Waiting,221194,221411,200,0.3
M92,2,j_920,13,Ready,221439,221640,200,0.3
M6,2,j_193,18,Waiting,221395,221410,300,0.79
M288,13,j_333,3,Terminated,221409,221880,50,0.79
M202,2,j_351,1,Ready,221315,221702,100,0.59
M363,14,j_103,9,Waiting,221490,221833,50,0.79
M483,19,j_1964,16,Waiting,221567,221874,300,0.2
M287,12,j_198,13,Ready,221300,221760,100,0.2
M232,17,j_1056,3,Waiting,221359,221686,50,0.39
M276,18,j_382,13,Waiting,221745,221754,100,0.79
M337,14,j_1223,2,Ready,221494,221677,100,0.3
M154,17,j_1407,2,Waiting,221667,221802,300,0.3
M431,15,j_138,15,Waiting,221299,221460,300,0.39
M449,9,j_825,7,Waiting,221738,222039,100,0.2
M422,18,j_1319,6,Waiting,221404,221409,50,0.79
M303,18,j_288,11,Terminated,221815,222263,300,0.79
M442,13,j_933,6,Ready,221597,221639,300,0.49
M3,2,j_148,5,Running,221369,221788,200,0.39
M32,16,j_1288,8,Terminated,221834,221918,50,0.59
M438,1,j_1944,18,Terminated,221715,221963,200,0.3
M490,19,j_1441,18,Waiting,221628,221947,50,0.59
M277,10,j_636,11,Waiting,221572,221650,50,0.49
M435,20,j_1001,15,Ready,221755,222181,300,0.59
M109,5,j_1489,8,Waiting,221867,221896,50,0.59
M10,1,j_203,12,Ready,221874,221881,100,0.79
M301,17,j_1171,7,Running,221577,221619,50,0.59
M305,8,j_874,11,Waiting,221923,222218,200,0.3
M89,14,j_1460,9,Running,221658,221873,300,0.79
M38,11,j_1950,15,Running,221914,222349,300,0.79
M271,16,j_288,13,Running,221582,222015,50,0.49
M86,20,j_1925,7,Terminated,221766,222242,200,0.39
M447,20,j_639,15,Ready,221992,222222,100,0.3
M94,13,j_101,10,Waiting,221907,222147,50,0.59
M77,5,j_1082,2,Running,221714,222059,50,0.59
M1,5,j_701,8,Waiting,221835,222234,100,0.3
M420,10,j_907,4,Running,222037,222320,200,0.39
M248,18,j_1019,6,Ready,222077,222324,200,0.49
M187,1,j_1937,12,Running,222087,222525,200,0.3
M152,8,j_1337,10,Running,221746,222203,200,0.49
M82,6,j_81,8,Waiting,221987,222171,50,0.39
M127,4,j_1334,18,Waiting,222011,222385,200,0.3
M95,14,j_1310,6,Waiting,221900,222328,200,0.39
M342,7,j_1103,11,Running,222101,222521,50,0.39
M357,20,j_684,16,Ready,221843,222076,300,0.49
M395,10,j_577,2,Terminated,222150,222238,50,0.39
M25,11,j_1503,9,Terminated,221763,222151,100,0.49
M54,16,j_1639,18,Ready,222165,222651,200,0.39
M420,2,j_750,13,Running,222063,222242,300,0.79
M274,11,j_1655,6,Ready,221926,222054,300,0.39
M82,18,j_493,19,Running,221840,221912,200,0.49
M327,1,j_1412,18,Terminated,222182,222607,300,0.3
M342,12,j_1565,5,Waiting,222150,222337,100,0.59
M293,13,j_375,8,Ready,221814,221989,200,0.2
M426,6,j_1947,4,Running,222074,222127,200,0.2
M104,15,j_536,20,Ready,221938,222180,300,0.3
M49,11,j_551,10,Running,221761,221850,100,0.59
M329,9,j_1399,15,Waiting,222070,222189,200,0.3
M65,16,j_1341,18,Terminated,221917,221918,300,0.79
M11,20,j_1627,5,Running,222159,222531,300,0.39
M320,11,j_1494,12,Running,221968,222252,100,0.2
M336,4,j_1425,9,Running,221972,222317,200,0.49
M246,4,j_77,19,Ready,222034,222140,200,0.2
M483,12,j_796,18,Terminated,221948,222248,50,0.2
M298,3,j_1211,15,Waiting,222220,222291,100,0.49
M451,3,j_1586,3,Ready,221979,222037,100,0.3
M201,1,j_478,17,Terminated,222185,222401,50,0.2
M254,4,j_1070,16,Terminated,222292,222343,50,0.3
M413,3,j_461,9,Ready,222286,222392,100,0.2
M362,5,j_1531,17,Ready,221913,222026,50,0.49
M200,2,j_779,16,Terminated,222156,222316,200,0.59
M35,12,j_1858,8,Running,222284,222552,50,0.79
M241,8,j_1588,12,Waiting,221933,222291,100,0.2
M453,3,j_330,17,Terminated,222142,222218,300,0.59
M293,13,j_493,14,Waiting,221947,222075,50,0.59
M318,1,j_424,4,Terminated,222367,222447,300,0.2
M334,4,j_828,13,Ready,221997,222294,300,0.39
M188,13,j_1803,5,Waiting,222399,222684,200,0.39
M456,3,j_1397,2,Terminated,222079,222343,200,0.3
M186,13,j_647,18,Waiting,222495,222754,50,0.3
M316,16,j_1659,6,Ready,222503,222944,200,0.39
M42,10,j_471,1,Running,222294,222719,100,0.79
M429,19,j_1165,5,Ready,222214,222525,200,0.49
M54,14,j_1634,16,Waiting,222137,222478,200,0.39
M3,11,j_1034,16,Terminated,222496,222709,300,0.49
M5,5,j_1238,13,Waiting,222515,222825,50,0.59
M144,19,j_757,18,Terminated,222125,222385,300,0.39
M413,19,j_877,8,Terminated,222393,222814,300,0.79
M467,16,j_1221,17,Running,222412,222683,100,0.39
M495,1,j_1618,19,Waiting,222397,222620,300,0.2
M9,11,j_726,17,Terminated,222552,222897,200,0.79
M349,4,j_319,6,Waiting,222418,222749,50,0.39
M263,2,j_1847,19,Terminated,222312,222423,200,0.59
M32,5,j_1081,19,Terminated,222293,222584,50,0.39
M56,2,j_1227,15,Running,222530,222922,100,0.79
M164,18,j_614,2,Waiting,222650,222731,50,0.79
M128,15,j_421,6,Ready,222294,222719,50,0.59
M275,15,j_1913,6,Running,222452,222542,200,0.49
M189,10,j_1384,17,Ready,222409,222623,100,0.2
M195,7,j_1824,13,Waiting,222563,222899,50,0.2
M130,18,j_1355,20,Terminated,222537,222981,300,0.59
M359,10,j_129,14,Waiting,222503,222846,50,0.2
M490,7,j_1273,20,Running,222710,223151,50,0.59
M382,8,j_99,17,Ready,222375,222852,100,0.59
M355,2,j_615,6,Waiting,222518,222744,50,0.59
M300,2,j_488,1,Ready,222460,222549,200,0.49
M189,20,j_1011,10,Terminated,222456,222813,200,0.39
M112,13,j_746,4,Waiting,222580,222831,200,0.39
M299,6,j_28,5,Terminated,222466,222638,100,0.39
M89,9,j_863,7,Running,222412,222440,100,0.3
M283,15,j_1397,7,Waiting,222381,222474,100,0.79
M55,15,j_482,15,Terminated,222503,222565,300,0.59
M251,11,j_1128,13,Running,222566,222832,200,0.49
M49,4,j_850,9,Ready,222490,222597,300,0.2
M370,14,j_1782,1,Ready,222564,222660,200,0.79
M296,18,j_1197,19,Terminated,222866,222987,50,0.49
M397,8,j_1491,8,Terminated,222436,222589,200,0.79
M294,20,j_1128,17,Ready,222917,223353,50,0.39
M274,3,j_676,20,Running,222509,222967,100,0.49
M380,8,j_94,4,Terminated,222718,223099,300,0.79
M144,3,j_788,13,Terminated,222943,223154,100,0.39
M479,8,j_1651,3,Terminated,222823,223042,300,0.59
M476,4,j_1032,8,Terminated,222852,223342,300,0.2
M154,12,j_1657,8,Waiting,222775,223013,50,0.59
M219,7,j_1064,11,Waiting,222799,223288,300,0.49
M348,13,j_927,19,Waiting,222912,223365,50,0.3
M473,17,j_1148,20,Terminated,223009,223185,200,0.3
M171,16,j_712,20,Ready,222622,222785,200,0.59
M201,20,j_909,2,Waiting,222805,223222,100,0.3
M144,11,j_1358,17,Terminated,222641,222796,100,0.79
M252,2,j_1449,5,Waiting,222932,223414,50,0.3
M58,17,j_990,19,Ready,222907,223406,200,0.59
M269,13,j_1143,14,Ready,223043,223492,50,0.39
M221,19,j_808,18,Terminated,222640,223092,50,0.39
M168,4,j_7,3,Terminated,222903,223188,200,0.79
M95,14,j_570,1,Waiting,222808,223130,50,0.49
M289,5,j_143,20,Terminated,222814,223079,300,0.39
M471,4,j_577,13,Running,222846,222921,50,0.59
M495,20,j_210,15,Ready,223107,223282,300,0.49
M20,2,j_910,5,Terminated,223156,223508,100,0.3
M399,18,j_1750,12,Ready,222869,223270,100,0.79
M164,20,j_996,4,Running,222792,223055,50,0.39
M191,2,j_1308,10,Ready,222999,223179,50,0.39
M419,11,j_50,20,Waiting,223027,223259,100,0.79
M297,6,j_147,15,Ready,222949,223303,300,0.49
M43,16,j_674,20,Running,222997,223248,50,0.79
M326,15,j_1020,18,Waiting,222968,223029,200,0.39
M45,16,j_1585,2,Running,223233,223667,50,0.3
M262,16,j_457,8,Terminated,223170,223537,50,0.39
M105,2,j_234,8,Terminated,223215,223344,100,0.39
M147,6,j_268,16,Waiting,223078,223528,100,0.39
M60,10,j_467,19,Waiting,222993,223353,50,0.2
M346,18,j_1067,1,Ready,222996,223469,200,0.39
M58,20,j_368,15,Ready,223113,223141,100,0.49
M456,18,j_1550,6,Waiting,223074,223162,50,0.79
M452,10,j_281,9,Terminated,223215,223529,200,0.39
M482,19,j_1812,19,Terminated,223392,223815,200,0.3
M138,1,j_835,7,Ready,223299,223329,200,0.49
M45,17,j_807,11,Ready,223206,223381,50,0.39
M97,11,j_558,9,Terminated,223339,223726,300,0.2
M95,12,j_1142,19,Ready,223086,223194,200,0.59
M253,3,j_332,3,Terminated,223425,223744,300,0.59
M189,15,j_928,8,Ready,223370,223477,100,0.79
M437,15,j_107,17,Running,222996,223091,200,0.39
M4,15,j_212,4,Terminated,223403,223511,100,0.39
M200,11,j_922,8,Ready,223318,223624,100,0.79
M38,15,j_1528,5,Terminated,223466,223618,200,0.2
M462,13,j_747,15,Waiting,223360,223842,300,0.49
M226,4,j_420,3,Running,223076,223474,200,0.2
M374,6,j_813,12,Running,223124,223541,300,0.3
M440,15,j_1095,12,Terminated,223472,223761,100,0.49
M125,12,j_761,9,Running,223119,223242,50,0.59
M168,2,j_241,20,Running,223277,223639,100,0.79
M345,14,j_759,19,Terminated,223205,223315,200,0.3
M460,7,j_1296,20,Waiting,223310,223525,300,0.79
M40,9,j_1333,5,Running,223252,223722,300,0.2
M174,12,j_207,7,Terminated,223462,223719,100,0.59
M490,14,j_780,3,Terminated,223586,223699,100,0.39
M388,18,j_1130,9,Waiting,223552,223916,300,0.49
M85,20,j_930,12,Terminated,223131,223618,50,0.2
M53,19,j_686,1,Waiting,223160,223434,100,0.59
M477,19,j_469,2,Running,223609,223895,50,0.2
M351,2,j_1037,16,Ready,223443,223478,50,0.59
M209,8,j_563,16,Running,223317,223489,300,0.3
M19,19,j_431,2,Ready,223305,223336,100,0.3
M322,4,j_879,2,Running,223393,223858,100,0.3
M342,5,j_1433,3,Ready,223615,223754,100,0.79
M38,2,j_1557,12,Terminated,223457,223937,50,0.79
M87,12,j_1448,11,Terminated,223646,223764,100,0.2
M280,7,j_1987,2,Running,223623,223970,100,0.59
M147,14,j_296,6,Ready,223372,223849,200,0.3
M18,4,j_1682,16,Waiting,223277,223693,100,0.39
M354,9,j_1991,16,Running,223343,223487,100,0.3
M457,2,j_913,14,Running,223503,223746,50,0.79
M178,14,j_39,11,Running,223667,223963,200,0.79
M324,10,j_1020,15,Terminated,223334,223621,50,0.2
M378,16,j_1143,20,Ready,223561,223735,300,0.79
M494,4,j_889,9,Terminated,223629,223690,100,0.39
M261,19,j_893,13,Waiting,223466,223846,100,0.79
M242,13,j_441,2,Ready,223842,224176,100,0.79
M239,12,j_1718,15,Running,223630,223696,50,0.59
M317,4,j_1763,7,Terminated,223750,224129,100,0.3
M31,15,j_1165,6,Ready,223617,224003,200,0.49
M85,5,j_671,9,Waiting,223509,224006,300,0.79
M447,7,j_1549,20,Running,223752,223958,300,0.49
M247,13,j_1781,19,Ready,223507,223814,100,0.3
M148,3,j_644,20,Waiting,223549,223961,200,0.59
M301,9,j_1095,10,Ready,223704,224057,50,0.79
M383,13,j_1173,10,Waiting,223737,223927,300,0.39
M373,1,j_1217,17,Terminated,223628,224033,50,0.39
M195,10,j_121,7,Running,223538,223878,200,0.79
M219,10,j_1390,2,Waiting,223874,223957,200,0.39
M387,20,j_751,15,Running,223681,224066,100,0.59
M377,11,j_1272,14,Terminated,223725,223742,200,0.3
M453,14,j_1212,15,Ready,223774,223814,50,0.59
M373,8,j_250,10,Terminated,223760,223993,100,0.39
M303,12,j_1817,14,Terminated,224052,224475,200,0.79
M432,2,j_812,11,Terminated,223931,224010,200,0.49
M93,9,j_1325,4,Terminated,223995,224007,200,0.3
M104,19,j_1614,13,Running,223673,223894,200,0.79
M186,7,j_774,5,Waiting,223917,223939,300,0.79
M268,4,j_1203,2,Terminated,223812,223956,50,0.49
M243,18,j_1847,5,Terminated,224027,224515,50,0.49
M340,19,j_1215,14,Terminated,223778,223901,300,0.49
M238,12,j_43,16,Terminated,223722,223857,100,0.59
M86,12,j_1114,18,Ready,224002,224427,50,0.3
M90,17,j_971,12,Waiting,224004,224415,100,0.79
M14,1,j_760,13,Ready,224136,224433,200,0.2
M332,19,j_613,7,Terminated,224193,224266,200,0.2
M105,19,j_134,16,Running,223852,224128,50,0.2
M166,16,j_1119,15,Ready,223933,224303,50,0.39
M243,9,j_1938,5,Waiting,224124,224285,100,0.3
M367,20,j_863,14,Running,223922,224420,100,0.49
M449,16,j_511,20,Running,223772,224094,300,0.2
M287,11,j_1609,14,Ready,223869,224013,200,0.59
M291,20,j_8,2,Ready,224250,224582,200,0.59
M177,15,j_1631,19,Running,223903,224128,300,0.2
M98,3,j_780,13,Waiting,223999,224187,50,0.39
M139,18,j_596,13,Ready,223968,224398,50,0.79
M237,3,j_835,5,Running,224047,224459,50,0.3
M80,19,j_1731,17,Terminated,224090,224589,100,0.79
M367,16,j_301,12,Ready,223857,223922,200,0.3
M91,11,j_649,10,Running,224050,224529,50,0.39
M292,7,j_77,4,Terminated,224213,224284,300,0.59
M186,4,j_1752,10,Waiting,224134,224528,50,0.79
M320,3,j_287,10,Ready,224060,224195,300,0.59
M56,11,j_1858,13,Running,224232,224261,50,0.39
M10,4,j_630,7,Running,224123,224359,50,0.79
M207,7,j_653,18,Waiting,224312,224463,100,0.2
M63,16,j_1741,20,Running,224363,224389,50,0.49
M432,16,j_980,5,Ready,223935,224114,200,0.3
M329,11,j_860,12,Ready,224034,224443,100,0.3
M15,4,j_307,17,Waiting,224099,224298,200,0.3
M298,8,j_464,17,Waiting,224161,224519,300,0.79
M301,16,j_102,16,Running,224458,224676,300,0.59
M124,7,j_1344,7,Terminated,224248,224496,300,0.59
M31,15,j_1149,8,Ready,224332,224514,200,0.39
